motivo viaje,hora inicio,latitud origen,latitud destino,longitud origen,longitud destino,duracion viaje,dia habil,troncal origen,troncal destino
Estudiar,17:00:00,4.5265699999999995,4.63729,-74.11766,-74.07131,01:00:00,1,H,A
Volver a casa,22:00:00,4.63729,4.54737,-74.07131,-74.11238,00:50:00,1,A,H
Trabajar,07:30:00,4.56177,4.607069999999999,-74.11404,-74.07746999999999,00:30:00,1,H,J
Volver a casa,19:00:00,4.607069999999999,4.56177,-74.07746999999999,-74.11404,01:15:00,1,J,H
Estudiar,13:00:00,4.56177,4.65466,-74.11404,-74.06055,01:30:00,1,H,E
Recreacion,17:10:00,4.65466,4.64618,-74.06055,-74.16422,01:35:00,1,E,F
Volver a casa,20:00:00,4.64618,4.56177,-74.16422,-74.11404,01:33:00,1,F,H
Trabajar,06:39:00,4.58047,4.677169999999999,-74.09615,-74.04890999999999,01:07:00,1,H,B
Volver a casa,12:07:46,4.677169999999999,4.58247,-74.04890999999999,-74.09636,01:40:07,1,B,L
Trabajar,10:00:00,4.54913,4.63805,-74.10584,-74.09743,01:00:00,1,H,K
Volver a casa,15:00:00,4.63805,4.54634,-74.09743,-74.10769,01:00:00,1,K,H
Trabajar,06:00:00,4.54401,4.64951,-74.11118,-74.10649000000001,01:30:00,1,H,K
Volver a casa,15:00:00,4.64951,4.54401,-74.10649000000001,-74.11118,02:00:00,1,K,H
Trabajar,06:15:00,4.5439099999999994,4.63802,-74.11509000000001,-74.17049,01:45:00,1,H,F
Volver a casa,16:30:00,4.63802,4.54324,-74.17049,-74.11133000000001,02:00:00,1,F,H
Recibir atencion en salud,16:00:00,4.553059999999999,4.638669999999999,-74.11397,-74.06765,01:10:00,1,H,A
Volver a casa,18:40:00,4.638669999999999,4.553059999999999,-74.06765,-74.11397,01:30:00,1,A,H
Tramites,16:00:00,4.553059999999999,4.649830000000001,-74.11397,-74.06381999999999,01:29:00,1,H,E
Volver a casa,17:30:00,4.649830000000001,4.553059999999999,-74.06381999999999,-74.11397,01:15:00,1,E,H
Recibir atencion en salud,09:00:00,4.5801099999999995,4.63675,-74.09942,-74.06362,01:00:00,1,H,A
Volver a casa,14:00:00,4.64392,4.5801099999999995,-74.06444,-74.09942,01:00:00,1,A,H
Asuntos de Trabajo,07:21:00,4.5775,4.63058,-74.13382,-74.08145,00:39:00,1,H,A
Trabajar,07:00:00,4.61402,4.6948,-74.12222,-74.06273,01:20:00,1,F,B
Volver a casa,18:00:00,4.6948,4.61402,-74.06273,-74.12222,02:00:00,1,B,F
Trabajar,05:00:00,4.6211,4.706869999999999,-74.20238,-74.05385,00:45:00,1,G,B
Volver a casa,18:30:00,4.706869999999999,4.6211,-74.05385,-74.20238,00:40:00,1,B,G
Trabajar,05:50:00,4.58933,4.70409,-74.10424,-74.04283000000001,01:10:00,1,L,B
Volver a casa,18:00:00,4.70409,4.5888599999999995,-74.04283000000001,-74.10665999999999,01:10:00,1,B,H
Estudiar,07:05:00,4.58933,4.6367,-74.10424,-74.06801,00:55:00,1,L,A
Volver a casa,12:00:00,4.6367,4.5888599999999995,-74.06801,-74.10665999999999,01:15:00,1,A,H
Volver a casa,18:00:00,4.6182099999999995,4.59129,-74.08823000000001,-74.10526,01:25:00,1,J,L
Trabajar,06:00:00,4.58933,4.68259,-74.10424,-74.04341,01:30:00,1,L,B
Volver a casa,17:30:00,4.68259,4.59093,-74.04341,-74.10571,02:00:00,1,B,L
Volver a casa,18:00:00,4.61405,4.54599,-74.2116,-74.10148000000001,02:00:00,1,G,H
Trabajar,07:00:00,4.5768,4.65081,-74.12318,-74.05821,01:00:00,1,H,A
Volver a casa,17:30:00,4.65081,4.5768,-74.05821,-74.12318,01:30:00,1,A,H
Estudiar,07:00:00,4.5240599999999995,4.6304300000000005,-74.10065999999999,-74.07526,00:50:00,1,H,A
Estudiar,11:40:00,4.6304300000000005,4.64234,-74.07526,-74.06463000000001,01:50:00,1,A,A
Volver a casa,15:00:00,4.64234,4.5462,-74.06463000000001,-74.10139000000001,02:00:00,1,A,H
Trabajar,05:40:00,4.5240599999999995,4.70204,-74.10065999999999,-74.02861999999999,01:50:00,1,H,B
Volver a casa,18:00:00,4.70204,4.5462,-74.02861999999999,-74.10139000000001,02:00:00,1,B,H
Volver a casa,18:00:00,4.653490000000001,4.5462,-74.1426,-74.10139000000001,02:00:00,1,F,H
Trabajar,05:00:00,4.5240599999999995,4.69161,-74.10065999999999,-74.02911999999999,01:45:00,1,H,B
Volver a casa,17:00:00,4.69161,4.54614,-74.02911999999999,-74.10151,02:30:00,1,B,H
Tramites,12:40:00,4.5439099999999994,4.60345,-74.11509000000001,-74.06798,01:20:00,1,H,J
Tramites,14:30:00,4.60345,4.5755300000000005,-74.06798,-74.08962,00:50:00,1,J,L
Tramites,14:00:00,4.5439099999999994,4.63489,-74.11509000000001,-74.07188000000001,01:30:00,1,H,A
Volver a casa,16:15:00,4.63489,4.543419999999999,-74.07188000000001,-74.11156,01:15:00,1,A,H
Trabajar,12:00:00,4.5439099999999994,4.68037,-74.11509000000001,-74.17415,01:40:00,1,H,F
Volver a casa,22:00:00,4.68037,4.543419999999999,-74.17415,-74.11156,01:40:00,1,F,H
Trabajar,06:00:00,4.5439099999999994,4.65404,-74.11509000000001,-74.06225,02:00:00,1,H,E
Trabajar,07:00:00,4.68761,4.59676,-74.05669,-74.07503,01:00:00,1,B,J
Volver a casa,17:00:00,4.59676,4.68761,-74.07503,-74.05669,01:00:00,1,J,B
Trabajar,05:00:00,4.55967,4.73545,-74.1457,-74.02804,01:11:00,1,H,B
Volver a casa,12:01:20,4.73545,4.55967,-74.02804,-74.1457,01:11:00,1,B,H
Trabajar,12:00:00,4.55967,4.62516,-74.1457,-74.08100999999999,00:41:00,1,H,A
Volver a casa,19:22:41,4.62516,4.55967,-74.08100999999999,-74.1457,01:31:00,1,A,H
Asuntos de Trabajo,13:00:00,4.68352,4.60105,-74.13226,-74.0815,01:00:00,1,D,J
Volver a casa,14:30:00,4.60105,4.68352,-74.0815,-74.13226,01:00:00,1,J,D
Trabajar,08:30:00,4.57639,4.6572,-74.16405,-74.05877,01:00:00,1,G,E
Volver a casa,14:00:00,4.6572,4.57639,-74.05877,-74.16405,01:00:00,1,E,G
Recibir atencion en salud,12:00:00,4.57677,4.63234,-74.16268000000001,-74.0664,00:29:00,1,G,A
Volver a casa,13:06:29,4.63234,4.57677,-74.0664,-74.16268000000001,00:40:00,1,A,G
Trabajar,06:01:00,4.576980000000001,4.605659999999999,-74.16386999999999,-74.07344,01:59:00,1,G,J
Volver a casa,18:00:00,4.605659999999999,4.576980000000001,-74.07344,-74.16386999999999,02:00:00,1,J,G
Trabajar,06:00:00,4.576980000000001,4.605659999999999,-74.16386999999999,-74.07344,02:00:00,1,G,J
Volver a casa,18:00:00,4.605659999999999,4.576980000000001,-74.07344,-74.16386999999999,02:00:00,1,J,G
Estudiar,17:00:00,4.68508,4.65055,-74.09682,-74.0616,01:00:00,1,D,A
Volver a casa,22:00:00,4.65055,4.576980000000001,-74.0616,-74.16386999999999,01:00:00,1,A,G
Otra cosa,06:00:00,4.56133,4.64935,-74.14836,-74.06352,01:30:00,1,H,A
Volver a casa,14:00:00,4.64935,4.56133,-74.06352,-74.14836,01:00:00,1,A,H
Tramites,06:00:00,4.55958,4.67709,-74.15113000000001,-74.05238,01:00:00,1,H,D
Volver a casa,19:00:00,4.67709,4.55958,-74.05238,-74.15113000000001,01:00:00,1,D,H
Volver a casa,17:00:00,4.60454,4.68251,-74.06595,-74.13377,01:00:00,1,J,D
Trabajar,05:00:00,4.68251,4.59438,-74.13356999999999,-74.07741999999999,01:17:00,1,D,J
Volver a casa,16:36:00,4.59438,4.68187,-74.07741999999999,-74.13429000000001,02:10:00,1,J,D
Tramites,16:00:00,4.63134,4.60803,-74.08910999999999,-74.07065,00:30:00,1,K,J
Volver a casa,18:30:00,4.60803,4.63134,-74.07065,-74.08910999999999,00:30:00,1,J,K
Recibir atencion en salud,08:00:00,4.63427,4.57986,-74.14574,-74.10716,01:00:00,1,F,H
Volver a casa,10:00:00,4.57986,4.63427,-74.10716,-74.14574,01:00:00,1,H,F
Compras,16:00:00,4.63427,4.6031,-74.14574,-74.07899,00:25:00,1,F,J
Volver a casa,18:00:00,4.6031,4.63427,-74.07899,-74.14574,00:25:00,1,J,F
Trabajar,05:00:00,4.68446,4.64232,-74.13324,-74.09563,00:45:00,1,D,K
Volver a casa,18:30:00,4.64232,4.68446,-74.09563,-74.13324,00:40:00,1,K,D
Trabajar,09:00:00,4.59286,4.63449,-74.11591999999999,-74.07932,00:45:00,1,G,E
Volver a casa,15:00:00,4.63322,4.59286,-74.07235,-74.11591999999999,01:00:00,1,A,G
Buscar / dejar a alguien que no esta bajo su c,12:00:00,4.59342,4.60225,-74.11579,-74.07679,00:30:00,1,G,J
Volver a casa,18:30:00,4.60225,4.59422,-74.07679,-74.11683000000001,00:45:00,1,J,G
Trabajar,06:30:00,4.64485,4.727530000000001,-74.07972,-74.03969000000001,01:00:00,0,E,B
Volver a casa,12:00:00,4.727530000000001,4.6446,-74.03969000000001,-74.07973,01:30:00,0,B,E
Asuntos de Trabajo,08:15:00,4.7786800000000005,4.5943,-74.04211,-74.11704,01:15:00,1,B,G
Trabajar,12:50:00,4.5943,4.63811,-74.11704,-74.07794,00:45:00,1,G,E
Trabajar,06:33:00,4.590409999999999,4.66204,-74.11865,-74.11511999999999,00:53:00,1,G,K
Otra cosa,08:00:00,4.59415,4.69989,-74.11755,-74.05623,01:41:00,1,G,B
Otra cosa,12:10:00,4.69989,4.66306,-74.05623,-74.06375,00:35:00,1,B,E
Volver a casa,21:00:00,4.66306,4.59415,-74.06375,-74.11755,01:00:00,1,E,G
Ir a ver a alguien,14:00:00,4.64957,4.75924,-74.08775,-74.04567,00:51:00,1,K,B
Volver a casa,18:00:00,4.75924,4.64957,-74.04567,-74.08775,01:30:00,1,B,K
Estudiar,08:00:00,4.64269,4.631819999999999,-74.14189,-74.06555,01:00:00,1,F,A
Volver a casa,19:00:00,4.631819999999999,4.64269,-74.06555,-74.14189,01:00:00,1,A,F
Trabajar,05:30:00,4.5997,4.62535,-74.13656999999999,-74.10409,01:15:00,1,G,K
Volver a casa,16:00:00,4.62535,4.5997,-74.10409,-74.13656999999999,01:00:00,1,K,G
Trabajar,05:30:00,4.5997,4.71814,-74.13656999999999,-74.05254000000001,01:00:00,1,G,B
Volver a casa,17:00:00,4.71814,4.5997,-74.05254000000001,-74.13656999999999,01:00:00,1,B,G
Trabajar,05:00:00,4.5833900000000005,4.7397599999999995,-74.16388,-74.08462,02:00:00,1,G,C
Volver a casa,17:00:00,4.7397599999999995,4.5833900000000005,-74.08462,-74.16388,02:00:00,1,C,G
Trabajar,08:00:00,4.5833900000000005,4.6722,-74.16388,-74.06002,01:00:00,1,G,D
Volver a casa,18:00:00,4.6722,4.5833900000000005,-74.06002,-74.16388,01:00:00,1,D,G
Recibir atencion en salud,09:00:00,4.57673,4.57435,-74.16306,-74.12818,01:00:00,1,G,H
Otra cosa,13:00:00,4.57435,4.57673,-74.12818,-74.16306,01:00:00,1,H,G
Volver a casa,18:30:00,4.57673,4.57673,-74.16306,-74.16306,01:01:00,1,G,G
Recibir atencion en salud,09:00:00,4.57673,4.57435,-74.16306,-74.12818,01:00:00,1,G,H
Volver a casa,13:00:00,4.57435,4.57673,-74.12818,-74.16306,01:00:00,1,H,G
Trabajar,06:30:00,4.57716,4.6848,-74.1625,-74.0486,01:00:00,1,G,B
Volver a casa,17:00:00,4.6848,4.57716,-74.0486,-74.1625,01:00:00,1,B,G
Buscar trabajo,08:00:00,4.72,4.62906,-74.09466,-74.06694,01:30:00,1,C,A
Volver a casa,19:00:00,4.62906,4.720269999999999,-74.06694,-74.09494000000001,02:00:00,1,A,C
Trabajar,06:00:00,4.63887,4.71804,-74.18599,-74.02852,02:30:00,1,G,B
Volver a casa,19:00:00,4.71804,4.63893,-74.02852,-74.18602,01:30:00,1,B,G
Estudiar,05:00:00,4.60583,4.65055,-74.18614000000001,-74.0616,02:00:00,1,G,A
Volver a casa,15:00:00,4.65055,4.60583,-74.0616,-74.18614000000001,02:00:00,1,A,G
Trabajar,07:15:00,4.60583,4.6561,-74.18614000000001,-74.05689,02:15:00,1,G,E
Volver a casa,18:00:00,4.6561,4.60583,-74.05689,-74.18614000000001,02:30:00,1,E,G
Otra cosa,08:00:00,4.57126,4.64278,-74.15321999999999,-74.06726,01:10:00,1,H,A
Volver a casa,19:00:00,4.64278,4.57126,-74.06726,-74.15321999999999,01:00:00,1,A,H
Recibir atencion en salud,20:00:00,4.652819999999999,4.67061,-74.08861999999999,-74.05771,00:15:00,1,K,D
Trabajar,05:00:00,4.60348,4.662719999999999,-74.16812,-74.05107,02:00:00,1,G,E
Volver a casa,14:56:00,4.662719999999999,4.60348,-74.05107,-74.16812,01:50:00,1,E,G
Trabajar,07:00:00,4.53351,4.6593,-74.11277,-74.06145,01:40:00,1,H,E
Volver a casa,18:00:00,4.6593,4.53351,-74.06145,-74.11277,02:00:00,1,E,H
Volver a casa,12:00:00,4.603680000000001,4.57124,-74.08712,-74.15417,00:32:00,1,J,H
Recibir atencion en salud,06:00:00,4.51828,4.68511,-74.12321999999999,-74.04852,01:10:00,1,H,B
Volver a casa,11:00:00,4.68511,4.51828,-74.04852,-74.12321999999999,01:01:00,1,B,H
Otra cosa,12:00:00,4.51828,4.66961,-74.12321999999999,-74.11352,01:50:00,1,H,K
Volver a casa,18:20:00,4.66961,4.51828,-74.11352,-74.12321999999999,01:51:00,1,K,H
Trabajar,06:30:00,4.5910400000000005,4.60928,-74.17246,-74.08872,01:00:00,1,G,J
Trabajar,12:00:00,4.55023,4.6561,-74.14442,-74.05689,01:30:00,1,H,E
Volver a casa,19:00:00,4.6561,4.55293,-74.05689,-74.14799000000001,02:30:00,1,E,H
Otra cosa,09:30:00,4.54979,4.64102,-74.14362,-74.06926,01:30:00,1,H,A
Volver a casa,14:00:00,4.64102,4.54979,-74.06926,-74.14362,01:15:00,1,A,H
Otra cosa,09:30:00,4.54979,4.64102,-74.14362,-74.06926,01:30:00,1,H,A
Volver a casa,14:00:00,4.64102,4.54979,-74.06926,-74.14362,01:15:00,1,A,H
Ir a ver a alguien,12:30:00,4.6189599999999995,4.75319,-74.16939,-74.04467,02:00:00,1,G,B
Volver a casa,14:40:00,4.75319,4.61914,-74.04467,-74.16951,01:50:00,1,B,G
Ir a ver a alguien,12:30:00,4.61914,4.75132,-74.16951,-74.04561,02:00:00,1,G,B
Volver a casa,14:40:00,4.75132,4.61914,-74.04561,-74.16951,01:50:00,1,B,G
Trabajar,12:00:00,4.57946,4.6182099999999995,-74.17904,-74.08823000000001,00:35:00,1,G,J
Volver a casa,13:00:00,4.68334,4.56069,-74.05744,-74.0972,00:50:00,1,D,H
Trabajar,07:30:00,4.5608699999999995,4.6936,-74.09796999999999,-74.03363,02:00:00,1,H,B
Estudiar,16:30:00,4.61993,4.62954,-74.09804,-74.0649,01:00:00,1,K,A
Volver a casa,22:00:00,4.62954,4.5756,-74.0649,-74.16403000000001,01:30:00,1,A,G
Volver a casa,17:30:00,4.70252,4.62116,-74.02959,-74.20331999999999,01:50:00,1,B,G
Otra cosa,10:45:00,4.61172,4.680219999999999,-74.0697,-74.11976999999999,00:30:00,1,J,D
Trabajar,14:30:00,4.659330000000001,4.680219999999999,-74.10670999999999,-74.11976999999999,00:20:00,1,K,D
Volver a casa,17:00:00,4.59679,4.5662199999999995,-74.07493000000001,-74.06815999999999,01:30:00,1,J,L
Estudiar,13:00:00,4.62069,4.60522,-74.16797,-74.08145,00:40:00,1,G,J
Volver a casa,18:00:00,4.60522,4.62069,-74.08145,-74.16797,00:40:00,1,J,G
Estudiar,14:00:00,4.62449,4.60091,-74.15984,-74.07011999999999,01:00:00,1,F,J
Volver a casa,18:00:00,4.60091,4.62449,-74.07011999999999,-74.15984,01:00:00,1,J,F
Trabajar,06:30:00,4.60596,4.74704,-74.13206,-74.02280999999999,01:45:00,1,G,B
Trabajar,06:05:00,4.61115,4.66144,-74.20085,-74.05884,01:55:00,1,G,E
Volver a casa,18:00:00,4.66144,4.61115,-74.05884,-74.20085,02:00:00,1,E,G
Recibir atencion en salud,12:00:00,4.65132,4.673,-74.07344,-74.05017,00:36:00,1,E,D
Volver a casa,19:20:00,4.65132,4.65132,-74.07344,-74.07344,00:47:00,1,E,E
Otra cosa,12:00:00,4.65132,4.673,-74.07344,-74.05017,00:50:00,1,E,D
Volver a casa,18:20:00,4.673,4.65132,-74.05017,-74.07344,00:58:00,1,D,E
Trabajar,05:00:00,4.633430000000001,4.6769,-74.16503,-74.03369,01:00:00,1,F,B
Volver a casa,18:00:00,4.6769,4.633430000000001,-74.03369,-74.16503,02:30:00,1,B,F
Trabajar,05:00:00,4.633430000000001,4.68971,-74.16503,-74.0541,01:00:00,1,F,B
Volver a casa,18:00:00,4.68971,4.633430000000001,-74.0541,-74.16503,02:30:00,1,B,F
Trabajar,05:00:00,4.6105,4.71024,-74.1966,-74.21441,03:00:00,1,G,G
Volver a casa,17:00:00,4.71024,4.6105,-74.21441,-74.1966,03:00:00,1,G,G
Trabajar,13:00:00,4.574330000000001,4.64459,-74.08241,-74.06864,01:00:00,1,L,E
Estudiar,14:00:00,4.64276,4.6711,-74.05676,-74.08733000000001,01:00:00,1,A,D
Trabajar,13:00:00,4.57752,4.60695,-74.16209,-74.07384,01:00:00,1,G,J
Volver a casa,17:00:00,4.60695,4.57752,-74.07384,-74.16209,01:00:00,1,J,G
Trabajar,13:00:00,4.57752,4.60703,-74.16209,-74.07396999999999,01:00:00,1,G,J
Volver a casa,17:00:00,4.60703,4.57752,-74.07396999999999,-74.16209,01:00:00,1,J,G
Trabajar,07:00:00,4.57522,4.65485,-74.08258000000001,-74.05516999999999,01:05:00,1,L,A
Volver a casa,17:00:00,4.65485,4.57522,-74.05516999999999,-74.08258000000001,01:15:00,1,A,L
Recibir atencion en salud,06:00:00,4.70774,4.65097,-74.07649,-74.10598,01:10:00,1,C,K
Volver a casa,11:00:00,4.65097,4.70774,-74.10598,-74.07649,01:00:00,1,K,C
Trabajar,14:30:00,4.61828,4.59668,-74.19946,-74.10484,00:51:00,1,G,L
Volver a casa,18:00:00,4.59668,4.61828,-74.10484,-74.19946,01:28:00,1,L,G
Trabajar,06:00:00,4.708019999999999,4.7024300000000006,-74.05325,-74.02317,01:30:00,1,B,B
Volver a casa,18:00:00,4.7024300000000006,4.63413,-74.02317,-74.16553,02:00:00,1,B,F
Tramites,12:00:00,4.550330000000001,4.641369999999999,-74.13651,-74.06647,01:38:00,1,H,A
Volver a casa,18:20:00,4.641369999999999,4.550330000000001,-74.06647,-74.13651,01:38:00,1,A,H
Trabajar,05:00:00,4.49981,4.63449,-74.10075,-74.07932,02:30:00,1,H,E
Recibir atencion en salud,06:15:00,4.50422,4.64794,-74.10153000000001,-74.05373,02:20:00,1,H,A
Volver a casa,09:00:00,4.64794,4.50422,-74.05373,-74.10153000000001,02:15:00,1,A,H
Trabajar,07:00:00,4.533,4.6521300000000005,-74.10871,-74.06882,01:10:00,1,H,E
Volver a casa,17:00:00,4.6521300000000005,4.533,-74.06882,-74.10871,02:05:00,1,E,H
Trabajar,05:30:00,4.60386,4.601,-74.16701,-74.07384,01:30:00,1,G,J
Volver a casa,16:00:00,4.601,4.60386,-74.07384,-74.16701,02:00:00,1,J,G
Trabajar,10:30:00,4.64644,4.59219,-74.14153,-74.106,02:30:00,0,F,L
Trabajar,06:00:00,4.65371,4.71024,-74.13786,-74.21441,01:00:00,1,F,G
Trabajar,05:00:00,4.5678,4.6875800000000005,-74.06968,-74.0591,01:40:00,1,L,D
Volver a casa,17:00:00,4.6875800000000005,4.5678,-74.0591,-74.06968,01:06:00,1,D,L
Volver a casa,21:00:00,4.73832,4.57474,-74.0857,-74.08156,01:00:00,1,C,L
Tramites,12:00:00,4.64291,4.67871,-74.14215,-74.05405999999999,01:40:00,0,F,D
Volver a casa,19:00:00,4.67871,4.64291,-74.05405999999999,-74.14215,01:00:00,0,D,F
Trabajar,07:00:00,4.64291,4.6061,-74.14215,-74.0807,01:00:00,0,F,J
Volver a casa,17:00:00,4.6061,4.64291,-74.0807,-74.14215,01:00:00,0,J,F
Volver a casa,18:00:00,4.71134,4.67364,-74.07236,-74.15205,01:00:00,1,C,F
Trabajar,12:00:00,4.69947,4.59125,-74.04286,-74.08219,01:38:00,1,B,L
Volver a casa,18:20:00,4.59125,4.67997,-74.08219,-74.16211,01:06:00,1,L,F
Tramites,09:00:00,4.73405,4.62763,-74.04798000000001,-74.08118,01:10:00,1,B,A
Volver a casa,15:45:00,4.62763,4.73405,-74.08118,-74.04798000000001,01:05:00,1,A,B
Trabajar,07:00:00,4.67898,4.60113,-74.08036,-74.08144,02:00:00,1,D,J
Volver a casa,19:00:00,4.60113,4.57596,-74.08144,-74.16454,01:50:00,1,J,G
Trabajar,15:00:00,4.57578,4.67871,-74.16454,-74.05405999999999,02:00:00,1,G,D
Trabajar,06:00:00,4.57578,4.62792,-74.16454,-74.06747,02:00:00,1,G,A
Volver a casa,22:00:00,4.65089,4.57578,-74.05555,-74.16454,01:10:00,1,A,G
Volver a casa,13:30:00,4.63426,4.57655,-74.0725,-74.16388,00:30:00,1,A,G
Estudiar,10:00:00,4.57655,4.6046,-74.16388,-74.07708000000001,01:00:00,1,G,J
Volver a casa,18:00:00,4.6046,4.57655,-74.07708000000001,-74.16388,01:45:00,1,J,G
Trabajar,12:00:00,4.546119999999999,4.6025599999999995,-74.10154,-74.06888000000001,00:22:00,1,H,J
Volver a casa,18:20:00,4.6025599999999995,4.546119999999999,-74.06888000000001,-74.10154,00:22:00,1,J,H
Trabajar,12:00:00,4.546119999999999,4.60922,-74.10154,-74.0726,00:23:00,1,H,J
Volver a casa,18:20:00,4.60922,4.546119999999999,-74.0726,-74.10154,00:23:00,1,J,H
Recibir atencion en salud,12:00:00,4.59304,4.59304,-74.08493,-74.08493,00:25:00,1,L,L
Volver a casa,18:20:00,4.59304,4.54622,-74.08493,-74.10136,00:57:00,1,L,H
Trabajar,12:00:00,4.546069999999999,4.65888,-74.10164,-74.06085999999999,01:40:00,1,H,E
Volver a casa,18:20:00,4.65888,4.546069999999999,-74.06085999999999,-74.10164,01:40:00,1,E,H
Otra cosa,12:00:00,4.546069999999999,4.66991,-74.10164,-74.07434,03:00:00,1,H,D
Volver a casa,18:20:00,4.66991,4.546069999999999,-74.07434,-74.10164,01:42:00,1,D,H
Trabajar,05:00:00,4.5113199999999996,4.54504,-74.11488,-74.13549,00:45:00,1,H,H
Volver a casa,18:30:00,4.54504,4.5113199999999996,-74.13549,-74.11488,00:40:00,1,H,H
Trabajar,12:00:00,4.5113199999999996,4.60796,-74.11488,-74.07336,01:35:00,1,H,J
Volver a casa,18:20:00,4.60796,4.5113199999999996,-74.07336,-74.11488,00:57:00,1,J,H
Trabajar,06:45:00,4.63413,4.73834,-74.09429,-74.05757,01:15:00,1,K,B
Volver a casa,17:00:00,4.73834,4.63413,-74.05757,-74.09429,01:45:00,1,B,K
Trabajar,06:45:00,4.633430000000001,4.736190000000001,-74.09271,-74.05872,01:15:00,1,K,B
Volver a casa,17:00:00,4.736190000000001,4.63413,-74.05872,-74.09429,01:45:00,1,B,K
Trabajar,06:30:00,4.63413,4.54593,-74.09429,-74.13919,02:15:00,1,K,H
Volver a casa,17:00:00,4.54593,4.63413,-74.13919,-74.09429,01:45:00,1,H,K
Trabajar,13:00:00,4.61744,4.6478,-74.15501,-74.06501999999999,01:30:00,1,G,A
Volver a casa,18:30:00,4.6478,4.61744,-74.06501999999999,-74.15501,01:56:00,1,A,G
Trabajar,07:30:00,4.60535,4.66657,-74.16928,-74.14528,01:45:00,1,G,F
Trabajar,05:30:00,4.60535,4.68105,-74.16928,-74.04418000000001,01:40:00,1,G,B
Volver a casa,18:00:00,4.68105,4.60535,-74.04418000000001,-74.16928,01:40:00,1,B,G
Trabajar,08:00:00,4.61705,4.75319,-74.15479,-74.04467,01:45:00,1,G,B
Volver a casa,16:30:00,4.75319,4.61705,-74.04467,-74.15479,01:30:00,1,B,G
Otra cosa,09:00:00,4.64609,4.62904,-74.14188,-74.10921,01:30:00,0,F,F
Volver a casa,12:30:00,4.62904,4.64609,-74.10921,-74.14188,01:30:00,0,F,F
Trabajar,11:00:00,4.71674,4.6061,-74.21172,-74.0807,01:00:00,0,F,J
Volver a casa,18:30:00,4.6061,4.64609,-74.0807,-74.14188,00:40:00,0,J,F
Trabajar,06:40:00,4.58922,4.64145,-74.17255,-74.07903,01:35:00,1,G,E
Volver a casa,17:00:00,4.64145,4.58922,-74.07903,-74.17255,02:40:00,1,E,G
Volver a casa,18:00:00,4.62867,4.58922,-74.1146,-74.17255,02:00:00,1,F,G
Tramites,06:00:00,4.69475,4.69364,-74.05594,-74.05561999999999,00:45:00,1,B,B
Tramites,15:00:00,4.65801,4.55659,-74.10655,-74.09575,01:00:00,1,K,H
Trabajar,07:00:00,4.60283,4.68084,-74.16632,-74.05004,01:50:00,1,G,B
Volver a casa,11:40:00,4.65917,4.6531,-74.06203000000001,-74.13953000000001,02:50:00,1,E,F
Otra cosa,11:40:00,4.6531,4.65396,-74.13953000000001,-74.14206,01:25:00,1,F,F
Volver a casa,14:22:30,4.65396,4.6531,-74.14206,-74.13953000000001,01:50:00,1,F,F
Otra cosa,11:40:00,4.6531,4.65917,-74.13953000000001,-74.06203000000001,01:25:00,1,F,E
Volver a casa,14:27:30,4.65917,4.6531,-74.06203000000001,-74.13953000000001,01:50:00,1,E,F
Recibir atencion en salud,09:00:00,4.5969,4.684819999999999,-74.10205,-74.07831,02:00:00,1,L,D
Volver a casa,12:00:00,4.684819999999999,4.5969,-74.07831,-74.10205,02:00:00,1,D,L
Trabajar,15:00:00,4.59414,4.7593,-74.11708,-74.04566,01:30:00,1,G,B
Asuntos de Trabajo,16:35:00,4.7593,4.65521,-74.04566,-74.13231,01:45:00,1,B,F
Volver a casa,22:00:00,4.65521,4.59414,-74.13231,-74.11708,01:00:00,1,F,G
Recibir atencion en salud,15:00:00,4.56845,4.6303,-74.09385,-74.06815,00:45:00,1,H,A
Trabajar,09:00:00,4.6778,4.67385,-74.0585,-74.06732,00:45:00,1,D,D
Volver a casa,18:00:00,4.67385,4.59023,-74.06732,-74.07114,01:15:00,1,D,J
Tramites,10:00:00,4.59016,4.62763,-74.07096999999999,-74.08118,00:45:00,1,J,A
Volver a casa,17:30:00,4.62763,4.59016,-74.08118,-74.07096999999999,01:00:00,1,A,J
Tramites,10:00:00,4.59016,4.62763,-74.07096999999999,-74.08118,00:45:00,1,J,A
Volver a casa,17:30:00,4.62763,4.59016,-74.08118,-74.07096999999999,01:00:00,1,A,J
Tramites,10:00:00,4.59016,4.62763,-74.07096999999999,-74.08118,00:45:00,1,J,A
Volver a casa,17:30:00,4.62763,4.59016,-74.08118,-74.07096999999999,01:00:00,1,A,J
Estudiar,10:30:00,4.59016,4.6322,-74.07096999999999,-74.06643000000001,01:00:00,1,J,A
Volver a casa,16:00:00,4.6322,4.59016,-74.06643000000001,-74.07096999999999,01:00:00,1,A,J
Trabajar,06:00:00,4.589169999999999,4.74034,-74.07098,-74.04818,02:30:00,1,J,B
Volver a casa,20:00:00,4.74034,4.589169999999999,-74.04818,-74.07098,01:30:00,1,B,J
Buscar trabajo,10:00:00,4.59,4.62953,-74.07193000000001,-74.06929000000001,01:30:00,1,J,A
Trabajar,06:20:00,4.58995,4.60683,-74.07191,-74.07401999999999,00:45:00,1,J,J
Volver a casa,11:00:00,4.65768,4.6830099999999995,-74.10969,-74.15095,01:00:00,1,K,D
