motivo viaje,hora inicio,latitud origen,latitud destino,longitud origen,longitud destino,duracion viaje,dia habil,troncal origen,troncal destino
Estudiar,05:00:00,4.60551,4.75945,-74.2075,-74.04215,01:21:00,1,G,B
Volver a casa,06:26:00,4.75945,4.60744,-74.04215,-74.20343000000001,02:10:00,1,B,G
Tramites,07:35:00,4.6077699999999995,4.66365,-74.20517,-74.07594,01:47:00,1,G,E
Volver a casa,12:42:00,4.66365,4.6077699999999995,-74.07594,-74.20517,01:35:00,1,E,G
Tramites,07:48:00,4.6077699999999995,4.66365,-74.20517,-74.07594,01:47:00,1,G,E
Volver a casa,11:54:00,4.66365,4.6077699999999995,-74.07594,-74.20517,01:00:00,1,E,G
Estudiar,11:33:00,4.5819,4.652430000000001,-74.1148,-74.05041,01:12:00,1,H,A
Volver a casa,13:42:45,4.652430000000001,4.5819,-74.05041,-74.1148,00:55:12,1,A,H
Trabajar,05:32:00,4.57996,4.5987800000000005,-74.11414,-74.10668000000001,01:08:00,1,H,L
Volver a casa,19:00:00,4.5987800000000005,4.57996,-74.10668000000001,-74.11414,00:50:00,1,L,H
Otra cosa,07:31:00,4.597169999999999,4.6029,-74.10468,-74.09679,01:29:00,1,L,L
Volver a casa,10:46:00,4.6029,4.597169999999999,-74.09679,-74.10468,01:50:00,1,L,L
Estudiar,05:30:00,4.60013,4.75101,-74.10177,-74.04460999999999,02:00:00,1,L,B
Volver a casa,17:15:00,4.75101,4.60013,-74.04460999999999,-74.10177,01:40:00,1,B,L
Trabajar,07:00:00,4.6382699999999994,4.698919999999999,-74.06545,-74.03352,02:00:00,1,A,B
Ir a ver a alguien,10:30:00,4.6287,4.6315,-74.14711,-74.1448,01:15:00,1,F,F
Volver a casa,18:15:00,4.6315,4.5663599999999995,-74.1448,-74.11978,00:30:00,1,F,H
Trabajar,05:00:00,4.60909,4.6936800000000005,-74.07844,-74.03350999999999,01:30:00,1,J,B
Volver a casa,22:00:00,4.6936800000000005,4.60909,-74.03350999999999,-74.07844,01:30:00,1,B,J
Ir a ver a alguien,13:00:00,4.60953,4.63099,-74.07903,-74.14485,01:00:00,1,J,F
Volver a casa,19:00:00,4.63099,4.60953,-74.14485,-74.07903,01:00:00,1,F,J
Tramites,10:00:00,4.60816,4.636419999999999,-74.07927,-74.06679,00:52:00,1,J,A
Trabajar,10:00:00,4.60802,4.63852,-74.07882,-74.06673,01:30:00,1,J,A
Trabajar,06:00:00,4.69475,4.68412,-74.05594,-74.0313,01:15:00,1,B,B
Volver a casa,13:09:00,4.68412,4.6104400000000005,-74.0313,-74.07822,00:59:00,1,B,J
Estudiar,16:40:00,4.6104400000000005,4.64851,-74.07822,-74.05329,01:06:00,1,J,A
Volver a casa,22:40:00,4.64851,4.6104400000000005,-74.05329,-74.07822,00:18:00,1,A,J
Trabajar,06:30:00,4.75249,4.6073900000000005,-74.11704,-74.18264,01:30:00,1,C,G
Volver a casa,17:37:00,4.6073900000000005,4.75249,-74.18264,-74.11704,01:19:00,1,G,C
Trabajar,07:15:00,4.50362,4.62955,-74.1186,-74.18166,02:01:00,1,H,G
Trabajar,11:17:00,4.62955,4.6235800000000005,-74.18166,-74.07648,00:44:00,1,G,A
Volver a casa,18:50:00,4.6235800000000005,4.50362,-74.07648,-74.1186,01:20:00,1,A,H
Trabajar,07:30:00,4.67861,4.67861,-74.14285,-74.14285,01:30:00,1,D,D
Volver a casa,14:00:00,4.67861,4.67861,-74.14285,-74.14285,01:20:00,1,D,D
Trabajar,06:00:00,4.75157,4.75319,-74.0465,-74.04467,02:00:00,1,B,B
Volver a casa,20:00:00,4.75319,4.6801,-74.04467,-74.16551,02:00:00,1,B,F
Estudiar,07:00:00,4.66941,4.62951,-74.16192,-74.06636999999999,01:30:00,1,F,A
Volver a casa,16:00:00,4.62788,4.66959,-74.07075999999999,-74.15756999999999,01:20:00,1,A,F
Trabajar,07:04:00,4.77102,4.77116,-74.04276999999999,-74.04361,01:11:00,1,B,B
Volver a casa,12:30:00,4.77116,4.668419999999999,-74.04361,-74.1326,01:58:00,1,B,K
Volver a casa,22:01:00,4.63012,4.66378,-74.08267,-74.12516,01:18:00,1,A,K
Trabajar,07:00:00,4.58286,4.66141,-74.09594,-74.06079,01:05:00,1,L,E
Volver a casa,17:30:00,4.66141,4.58286,-74.06079,-74.09594,00:45:00,1,E,L
Estudiar,09:00:00,4.58286,4.63583,-74.09594,-74.06524,00:40:00,1,L,A
Volver a casa,19:00:00,4.63583,4.58286,-74.06524,-74.09594,00:35:00,1,A,L
Volver a casa,06:00:00,4.6124,4.64494,-74.06876,-74.13985,01:00:00,1,J,F
Otra cosa,14:00:00,4.64494,4.59753,-74.13985,-74.11541,01:00:00,1,F,G
Volver a casa,18:00:00,4.59753,4.64494,-74.11541,-74.13985,01:00:00,1,G,F
Trabajar,06:00:00,4.64954,4.66172,-74.17964,-74.04974,02:00:00,1,G,A
Volver a casa,13:30:00,4.66172,4.64954,-74.04974,-74.17964,01:43:00,1,A,G
Trabajar,09:05:00,4.64462,4.59936,-74.1404,-74.07698,00:55:00,1,F,J
Volver a casa,18:00:00,4.59936,4.64494,-74.07698,-74.13985,00:26:00,1,J,F
Trabajar,05:59:00,4.75289,4.64968,-74.06749,-74.06458,01:29:00,1,B,E
Trabajar,07:45:00,4.75275,4.59741,-74.06681,-74.07584,01:52:00,1,B,J
Estudiar,18:26:00,4.59741,4.6844,-74.07584,-74.04375,01:31:00,1,J,B
Estudiar,04:15:00,4.74475,4.59445,-74.11058,-74.11253,01:35:00,1,C,G
Volver a casa,06:37:00,4.59445,4.74475,-74.11253,-74.11058,01:00:00,1,G,C
Asuntos de Trabajo,07:00:00,4.72168,4.618930000000001,-74.13629,-74.06952,02:18:00,1,C,A
Volver a casa,18:01:00,4.618930000000001,4.74581,-74.06952,-74.11016,01:01:00,1,A,C
Asuntos de Trabajo,15:14:00,4.60646,4.60883,-74.07297,-74.07185,01:21:00,1,J,J
Volver a casa,19:45:00,4.60883,4.49581,-74.07185,-74.11519,01:30:00,1,J,H
Asuntos de Trabajo,07:31:00,4.62047,4.60039,-74.0827,-74.07571999999999,01:03:00,1,A,J
Volver a casa,09:37:31,4.60039,4.62125,-74.07571999999999,-74.08406,00:55:00,1,J,A
Tramites,15:30:00,4.61412,4.64666,-74.07698,-74.07897,01:30:00,1,J,E
Volver a casa,18:00:00,4.64666,4.61412,-74.07897,-74.07698,01:00:00,1,E,J
Estudiar,06:00:00,4.59609,4.586469999999999,-74.08681999999999,-74.10257,00:40:00,1,L,L
Volver a casa,07:37:40,4.586469999999999,4.59609,-74.10257,-74.08681999999999,00:20:00,1,L,L
Ir a ver a alguien,09:00:00,4.5949,4.5439099999999994,-74.09022,-74.11509000000001,00:21:00,1,L,H
Volver a casa,21:45:00,4.66984,4.65569,-74.05335,-74.10778,01:11:00,1,D,K
Otra cosa,15:12:00,4.63259,4.58662,-74.2046,-74.08191,01:44:00,1,G,L
Volver a casa,19:45:00,4.58662,4.63259,-74.08191,-74.2046,00:43:00,1,L,G
Trabajar,07:44:00,4.60077,4.6904900000000005,-74.1612,-74.06103,01:01:00,1,G,B
Volver a casa,18:51:00,4.6904900000000005,4.60077,-74.06103,-74.1612,02:00:00,1,B,G
Trabajar,07:07:00,4.60077,4.75925,-74.1612,-74.04224,01:06:00,1,G,B
Otra cosa,09:00:00,4.6338099999999995,4.75139,-74.07531,-74.04404,01:45:00,1,A,B
Volver a casa,21:00:00,4.75139,4.6338099999999995,-74.04404,-74.07531,01:10:00,1,B,A
Otra cosa,09:00:00,4.6338099999999995,4.75139,-74.07531,-74.04404,01:45:00,1,A,B
Volver a casa,21:00:00,4.75139,4.6338099999999995,-74.04404,-74.07531,01:10:00,1,B,A
Trabajar,06:30:00,4.58482,4.57656,-74.10871,-74.12031999999999,01:15:00,1,H,H
Volver a casa,17:30:00,4.57656,4.58482,-74.12031999999999,-74.10871,01:00:00,1,H,H
Recibir atencion en salud,11:00:00,4.58446,4.69126,-74.10799,-74.05681,01:00:00,1,H,B
Volver a casa,14:00:00,4.69126,4.59845,-74.05681,-74.16096999999999,01:00:00,1,B,G
Volver a casa,18:15:00,4.66257,4.6542,-74.05855,-74.15915,01:12:00,1,E,F
Volver a casa,18:46:00,4.64456,4.68098,-74.06345999999999,-74.15528,01:00:00,1,A,F
Trabajar,08:00:00,4.578869999999999,4.6584900000000005,-74.14256999999999,-74.06033000000001,01:30:00,1,H,E
Volver a casa,18:00:00,4.6584900000000005,4.578869999999999,-74.06033000000001,-74.14256999999999,02:00:00,1,E,H
Trabajar,07:00:00,4.578869999999999,4.65802,-74.14256999999999,-74.05966,02:00:00,1,H,E
Volver a casa,14:01:00,4.65802,4.578869999999999,-74.05966,-74.14256999999999,02:50:00,1,E,H
Trabajar,05:00:00,4.57883,4.74682,-74.14296999999999,-74.09617,01:58:00,1,H,C
Volver a casa,18:30:00,4.74682,4.57883,-74.09617,-74.14296999999999,01:58:00,1,C,H
Estudiar,05:37:00,4.60505,4.63811,-74.19311,-74.07794,02:00:00,1,G,E
Volver a casa,20:42:00,4.63811,4.60505,-74.07794,-74.19311,01:00:00,1,E,G
Volver a casa,21:02:00,4.640219999999999,4.74377,-74.06506999999999,-74.10916,01:23:00,1,A,C
Recibir atencion en salud,15:17:00,4.74178,4.65205,-74.11268000000001,-74.06174,01:01:00,1,C,E
Volver a casa,17:24:00,4.65205,4.74178,-74.06174,-74.11268000000001,01:00:00,1,E,C
Recibir atencion en salud,12:30:00,4.74178,4.65205,-74.11268000000001,-74.06174,01:34:00,1,C,E
Trabajar,08:46:00,4.6007,4.672619999999999,-74.16585,-74.12484,01:01:00,1,G,K
Volver a casa,14:52:47,4.672619999999999,4.6007,-74.12484,-74.16585,00:45:01,1,K,G
Trabajar,04:34:00,4.60085,4.72414,-74.16586,-74.05118,01:00:00,1,G,B
Volver a casa,15:04:00,4.72414,4.60085,-74.05118,-74.16586,01:00:00,1,B,G
Volver a casa,12:27:00,4.6572,4.60085,-74.05877,-74.16586,01:40:00,1,E,G
Asuntos de Trabajo,08:28:00,4.60799,4.60159,-74.16108,-74.0802,02:00:00,1,G,J
Asuntos de Trabajo,13:31:00,4.60159,4.59703,-74.0802,-74.16134,02:00:00,1,J,G
Tramites,10:00:00,4.619619999999999,4.60836,-74.19318,-74.07173,01:15:00,1,G,J
Volver a casa,17:00:00,4.60836,4.61836,-74.07173,-74.19908000000001,01:30:00,1,J,G
Trabajar,04:05:00,4.61836,4.68537,-74.19908000000001,-74.05473,01:53:00,1,G,B
Volver a casa,12:41:05,4.68537,4.61836,-74.05473,-74.19908000000001,00:55:00,1,B,G
Otra cosa,16:35:00,4.6205099999999995,4.599069999999999,-74.19395,-74.1799,00:09:00,1,G,G
Volver a casa,19:20:00,4.599069999999999,4.6205099999999995,-74.1799,-74.19395,00:12:00,1,G,G
Trabajar,06:00:00,4.7538599999999995,4.64666,-74.10072,-74.07897,01:00:00,1,C,E
Estudiar,17:00:00,4.64666,4.6142199999999995,-74.07897,-74.09178,01:00:00,1,E,J
Volver a casa,20:00:00,4.6142199999999995,4.7538599999999995,-74.09178,-74.10072,01:40:00,1,J,C
Recibir atencion en salud,06:30:00,4.7538599999999995,4.69952,-74.10072,-74.05519,01:30:00,1,C,B
Estudiar,07:45:00,4.7567,4.63009,-74.08144,-74.08310999999999,00:55:00,1,C,E
Volver a casa,09:47:40,4.63009,4.7567,-74.08310999999999,-74.08144,00:44:55,1,E,C
Volver a casa,18:00:00,4.7124,4.757619999999999,-74.09697,-74.08626,02:00:00,1,C,C
Trabajar,07:47:00,4.757619999999999,4.63099,-74.08626,-74.14485,01:00:00,1,C,F
Volver a casa,19:49:00,4.63099,4.757619999999999,-74.14485,-74.08626,01:00:00,1,F,C
Trabajar,10:15:00,4.75689,4.7108300000000005,-74.08655,-74.11328,02:01:00,1,C,C
Estudiar,06:30:00,4.61897,4.6046,-74.19958000000001,-74.07708000000001,01:10:00,1,G,J
Volver a casa,16:20:00,4.6046,4.61897,-74.07708000000001,-74.19958000000001,01:10:00,1,J,G
Recibir atencion en salud,09:00:00,4.57435,4.62742,-74.12818,-74.07882,01:45:00,1,H,A
Volver a casa,12:30:00,4.62742,4.57435,-74.07882,-74.12818,01:01:00,1,A,H
Recibir atencion en salud,09:00:00,4.57538,4.62179,-74.12988,-74.0782,01:45:00,1,H,A
Volver a casa,12:30:00,4.62179,4.57538,-74.0782,-74.12988,01:01:00,1,A,H
Tramites,09:00:00,4.5751,4.615419999999999,-74.12975,-74.07008,00:45:00,1,H,J
Trabajar,04:02:00,4.6053,4.650119999999999,-74.19245,-74.05530999999999,02:01:00,1,G,A
Volver a casa,17:08:00,4.650119999999999,4.6053,-74.05530999999999,-74.19245,02:03:00,1,A,G
Recibir atencion en salud,05:01:00,4.566730000000001,4.7438199999999995,-74.0952,-74.03438,01:02:00,1,H,B
Volver a casa,07:16:01,4.7438199999999995,4.566730000000001,-74.03438,-74.0952,01:02:00,1,B,H
Trabajar,05:59:00,4.56698,4.698930000000001,-74.09545,-74.04739000000001,00:51:00,1,H,B
Volver a casa,14:32:50,4.698930000000001,4.56698,-74.04739000000001,-74.09545,01:09:51,1,B,H
Asuntos de Trabajo,17:30:00,4.58406,4.5767,-74.07598,-74.11502,01:00:00,1,L,H
Volver a casa,20:00:00,4.5767,4.74447,-74.11502,-74.10844,02:30:00,1,H,C
Recibir atencion en salud,13:01:00,4.7435,4.6521300000000005,-74.1076,-74.06882,01:29:00,1,C,E
Estudiar,05:30:00,4.63744,4.68703,-74.15969,-74.07994000000001,01:15:00,1,F,D
Recibir atencion en salud,08:01:00,4.57616,4.6359699999999995,-74.11698,-74.06369000000001,02:29:00,1,H,A
Volver a casa,12:00:00,4.6359699999999995,4.57616,-74.06369000000001,-74.11698,00:27:00,1,A,H
Recibir atencion en salud,13:00:00,4.55609,4.6046,-74.10844,-74.07708000000001,00:23:00,1,H,J
Volver a casa,14:22:30,4.6046,4.5551,-74.07708000000001,-74.10819000000001,00:43:00,1,J,H
Tramites,14:00:00,4.57573,4.56989,-74.12299,-74.11539,01:00:00,1,H,H
Volver a casa,19:30:00,4.56989,4.5480599999999995,-74.11539,-74.10155999999999,01:00:00,1,H,H
Tramites,14:00:00,4.5480599999999995,4.60909,-74.10155999999999,-74.07251,01:30:00,1,H,J
Volver a casa,18:00:00,4.644019999999999,4.57976,-74.06375,-74.12273,02:00:00,1,A,H
Trabajar,06:15:00,4.57966,4.6625,-74.12224,-74.05731,01:45:00,1,H,E
Volver a casa,17:20:00,4.6625,4.57966,-74.05731,-74.12224,01:10:00,1,E,H
Estudiar,05:50:00,4.57966,4.59881,-74.12224,-74.07228,00:55:00,1,H,J
Volver a casa,14:30:00,4.59881,4.57966,-74.07228,-74.12224,01:10:00,1,J,H
Volver a casa,14:00:00,4.59813,4.58045,-74.17328,-74.12201999999999,00:30:00,1,G,H
Trabajar,07:00:00,4.54876,4.6089400000000005,-74.11833,-74.07814,00:50:00,1,H,J
Volver a casa,14:21:00,4.6089400000000005,4.54306,-74.07814,-74.11838,00:26:00,1,J,H
Buscar / dejar a alguien que no esta bajo su c,10:00:00,4.62005,4.71212,-74.08081,-74.12679,01:11:00,1,A,C
Volver a casa,12:24:00,4.71212,4.62005,-74.12679,-74.08081,00:57:00,1,C,A
Estudiar,12:31:00,4.62005,4.62005,-74.08081,-74.08081,00:51:00,1,A,A
Volver a casa,18:30:00,4.62005,4.62005,-74.08081,-74.08081,00:40:38,1,A,A
Trabajar,13:23:00,4.61494,4.7458599999999995,-74.08021,-74.04369,01:01:00,1,J,B
Volver a casa,21:39:42,4.7458599999999995,4.61494,-74.04369,-74.08021,01:45:00,1,B,J
Asuntos de Trabajo,07:47:00,4.6146199999999995,4.6887099999999995,-74.07864000000001,-74.0494,01:59:00,1,J,B
Volver a casa,12:47:24,4.6887099999999995,4.6146199999999995,-74.0494,-74.07864000000001,01:50:00,1,B,J
Trabajar,06:00:00,4.75835,4.59264,-74.10484,-74.10528000000001,01:00:00,1,C,L
Volver a casa,17:30:00,4.59264,4.75835,-74.10528000000001,-74.10484,01:00:00,1,L,C
Trabajar,06:00:00,4.7435,4.61295,-74.12293000000001,-74.08838,01:00:00,1,C,J
Volver a casa,17:30:00,4.61295,4.75835,-74.08838,-74.10484,01:00:00,1,J,C
Trabajar,06:30:00,4.7563,4.72734,-74.11273,-74.11712,01:00:00,1,C,C
Volver a casa,17:00:00,4.72734,4.75835,-74.11712,-74.10484,01:00:00,1,C,C
Trabajar,08:14:00,4.57219,4.71551,-74.10805,-74.05238,01:32:00,1,H,B
Volver a casa,18:00:00,4.71551,4.57219,-74.05238,-74.10805,01:45:00,1,B,H
Trabajar,06:45:00,4.571680000000001,4.68162,-74.10847,-74.04193000000001,01:45:00,1,H,B
Volver a casa,13:32:30,4.68162,4.57219,-74.04193000000001,-74.10805,00:50:00,1,B,H
Trabajar,06:01:00,4.61827,4.712940000000001,-74.06898000000001,-74.13746,01:13:00,1,A,C
Volver a casa,17:50:00,4.712940000000001,4.61827,-74.13746,-74.06898000000001,01:39:00,1,C,A
Otra cosa,15:06:00,4.57456,4.6497,-74.10095,-74.0645,00:34:00,1,H,E
Volver a casa,16:27:40,4.6497,4.5755,-74.0645,-74.10011,01:20:00,1,E,H
Trabajar,10:08:00,4.61514,4.63218,-74.0707,-74.17761,01:22:00,1,J,G
Volver a casa,13:49:16,4.63218,4.61514,-74.17761,-74.0707,01:30:53,1,G,J
Trabajar,06:30:00,4.53451,4.6860599999999994,-74.11214,-74.1337,02:15:00,1,H,D
Estudiar,12:00:00,4.6860599999999994,4.655959999999999,-74.1337,-74.06125,01:00:00,1,D,E
Volver a casa,19:30:00,4.655959999999999,4.53471,-74.06125,-74.11176999999999,01:44:00,1,E,H
Volver a casa,17:06:00,4.5817,4.52261,-74.07594,-74.11706,00:24:00,1,L,H
Buscar / Dejar alguien bajo su cuidad,18:00:00,4.5471699999999995,4.53439,-74.10199,-74.11104,00:35:00,1,H,H
Buscar / Dejar alguien bajo su cuidad,18:00:00,4.55609,4.530480000000001,-74.10844,-74.11793,00:35:00,1,H,H
Estudiar,07:00:00,4.53439,4.63936,-74.11104,-74.07163,01:00:00,1,H,A
Volver a casa,12:01:00,4.63936,4.53439,-74.07163,-74.11104,01:59:00,1,A,H
Trabajar,06:10:00,4.53439,4.65313,-74.11104,-74.10874,01:45:00,1,H,K
Volver a casa,17:45:00,4.65313,4.53439,-74.10874,-74.11104,02:45:00,1,K,H
Trabajar,05:30:00,4.53439,4.647480000000001,-74.11104,-74.08596999999999,01:30:00,1,H,E
Estudiar,16:00:00,4.647480000000001,4.59555,-74.08596999999999,-74.10947,01:00:00,1,E,G
Estudiar,05:40:00,4.63583,4.63583,-74.06524,-74.06524,01:10:00,1,A,A
Volver a casa,16:31:00,4.63583,4.64494,-74.06524,-74.13985,01:32:00,1,A,F
Trabajar,15:00:00,4.808730000000001,4.76316,-74.10264000000001,-74.04483,00:45:00,1,C,B
Otra cosa,19:00:00,4.563359999999999,4.75517,-74.08592,-74.04661,00:44:00,1,H,B
Otra cosa,19:45:00,4.75517,4.563359999999999,-74.04661,-74.08592,00:15:00,1,B,H
Tramites,09:30:00,4.57046,4.61503,-74.09625,-74.08695,00:50:00,1,H,J
Volver a casa,10:21:20,4.61503,4.56844,-74.08695,-74.09755,02:14:50,1,J,H
Estudiar,06:00:00,4.57046,4.6584900000000005,-74.09625,-74.06033000000001,01:10:00,1,H,E
Ir a ver a alguien,10:30:00,4.6584900000000005,4.71026,-74.06033000000001,-74.10338,00:22:00,1,E,C
Volver a casa,20:15:00,4.71026,4.56844,-74.10338,-74.09755,01:33:00,1,C,H
Trabajar,04:44:00,4.56935,4.68326,-74.09785,-74.04495,01:42:00,1,H,B
Volver a casa,18:30:00,4.68326,4.56935,-74.04495,-74.09785,01:42:00,1,B,H
Trabajar,06:00:00,4.59019,4.59019,-74.11631,-74.11631,01:00:00,1,G,G
Volver a casa,08:06:29,4.59019,4.59019,-74.11631,-74.11631,01:13:20,1,G,G
Trabajar,05:32:00,4.58006,4.62516,-74.11331,-74.08100999999999,01:08:00,1,H,A
Volver a casa,19:00:00,4.62516,4.58254,-74.08100999999999,-74.11402,00:50:00,1,A,H
Ir a ver a alguien,14:00:00,4.6777,4.67775,-74.09576,-74.09585,03:00:00,1,D,D
Otra cosa,14:00:00,4.65179,4.66306,-74.1594,-74.06375,01:00:00,1,F,E
Volver a casa,18:00:00,4.66306,4.65179,-74.06375,-74.1594,01:00:00,1,E,F
Volver a casa,15:00:00,4.64985,4.52114,-74.10095,-74.11992,01:30:00,1,K,H
Trabajar,04:40:00,4.5347599999999995,4.65724,-74.1122,-74.05227,01:46:00,1,H,A
Volver a casa,18:00:00,4.65724,4.5347599999999995,-74.05227,-74.1122,01:46:00,1,A,H
Trabajar,05:45:00,4.53439,4.6384099999999995,-74.11104,-74.0647,01:35:00,1,H,A
Volver a casa,18:00:00,4.6384099999999995,4.53439,-74.0647,-74.11104,02:00:00,1,A,H
Volver a casa,11:00:00,4.53634,4.53252,-74.11135999999999,-74.10868,01:00:00,1,H,H
Buscar trabajo,10:30:00,4.61857,4.63002,-74.19945,-74.08715,01:30:00,1,G,E
Volver a casa,13:31:00,4.63002,4.61902,-74.08715,-74.19927,00:50:00,1,E,G
Trabajar,05:45:00,4.66195,4.66247,-74.05279,-74.05853,01:00:00,1,E,E
Volver a casa,14:02:40,4.66247,4.62046,-74.05853,-74.19383,02:44:55,1,E,G
Trabajar,05:30:00,4.75286,4.67015,-74.1154,-74.05524,03:00:00,1,C,D
Volver a casa,17:00:00,4.67015,4.75286,-74.05524,-74.1154,03:00:00,1,D,C
Trabajar,05:30:00,4.619619999999999,4.66565,-74.19318,-74.0769,01:30:00,1,G,D
Volver a casa,17:30:00,4.66565,4.61819,-74.0769,-74.20013,02:00:00,1,D,G
Trabajar,06:45:00,4.572019999999999,4.68162,-74.10859,-74.04193000000001,01:45:00,1,H,B
Volver a casa,13:32:30,4.68162,4.5719,-74.04193000000001,-74.10889,00:50:00,1,B,H
Estudiar,07:00:00,4.57443,4.564690000000001,-74.11112,-74.09661,01:30:00,1,H,H
Volver a casa,09:47:30,4.564690000000001,4.57443,-74.09661,-74.11112,00:44:30,1,H,H
Trabajar,06:30:00,4.573869999999999,4.60914,-74.11084,-74.06591999999999,00:56:00,1,H,J
Volver a casa,13:06:26,4.60914,4.573869999999999,-74.06591999999999,-74.11084,01:39:56,1,J,H
Trabajar,04:30:00,4.57861,4.72749,-74.14304,-74.05074,01:30:00,1,H,B
Trabajar,14:00:00,4.72749,4.73848,-74.05074,-74.04853,01:00:00,1,B,B
Trabajar,06:30:00,4.57861,4.6635800000000005,-74.14304,-74.06013,01:30:00,1,H,E
Volver a casa,15:56:00,4.6635800000000005,4.57861,-74.06013,-74.14304,01:40:30,1,E,H
Buscar / Dejar alguien bajo su cuidad,06:30:00,4.579269999999999,4.64077,-74.14255,-74.06829,01:32:00,1,H,A
Volver a casa,08:31:00,4.64077,4.579269999999999,-74.06829,-74.14255,00:52:00,1,A,H
Tramites,08:00:00,4.51299,4.601459999999999,-74.1145,-74.08022,01:45:00,1,H,J
Tramites,12:00:00,4.601459999999999,4.59269,-74.08022,-74.10531,00:40:00,1,J,L
Volver a casa,13:15:00,4.59269,4.51299,-74.10531,-74.1145,00:55:00,1,L,H
Recibir atencion en salud,06:33:00,4.596369999999999,4.5698099999999995,-74.10291,-74.08733000000001,01:53:00,1,L,H
Volver a casa,17:55:00,4.5698099999999995,4.596369999999999,-74.08733000000001,-74.10291,01:50:00,1,H,L
Ir a ver a alguien,07:30:00,4.58579,4.60505,-74.11249000000001,-74.09163000000001,00:50:00,1,H,L
Volver a casa,08:21:20,4.60505,4.58579,-74.09163000000001,-74.11249000000001,00:39:50,1,L,H
Volver a casa,22:00:00,4.680219999999999,4.60095,-74.11998,-74.16606,01:00:00,1,D,G
Compras,09:00:00,4.63581,4.6061,-74.19753,-74.0807,01:40:00,1,G,J
Trabajar,07:12:00,4.63581,4.64976,-74.19753,-74.05516999999999,00:53:00,1,G,A
Estudiar,07:06:00,4.63489,4.63347,-74.07188000000001,-74.07257,02:00:00,1,A,A
Volver a casa,17:57:00,4.6821,4.635269999999999,-74.04741999999999,-74.19582,01:52:00,1,B,G
Trabajar,06:04:00,4.635269999999999,4.63229,-74.19582,-74.08994,01:01:00,1,G,K
Volver a casa,22:11:00,4.6344199999999995,4.635269999999999,-74.06844,-74.19582,00:50:00,1,A,G
Tramites,06:01:00,4.63894,4.65661,-74.19004,-74.05792,01:00:00,1,G,E
Trabajar,05:31:00,4.61649,4.69626,-74.17931999999999,-74.06824,01:45:00,1,G,C
Trabajar,05:34:00,4.61806,4.754980000000001,-74.16625,-74.11563000000001,01:30:00,1,G,C
Volver a casa,12:31:04,4.754980000000001,4.61806,-74.11563000000001,-74.16625,00:55:30,1,C,G
Recibir atencion en salud,05:16:00,4.61901,4.65055,-74.16499,-74.0616,01:49:00,1,G,A
Estudiar,07:00:00,4.63984,4.62598,-74.14858000000001,-74.06685999999999,00:28:00,1,F,A
Trabajar,13:00:00,4.62598,4.64785,-74.06685999999999,-74.16020999999999,00:50:00,1,A,F
Volver a casa,19:45:00,4.70326,4.6368,-74.11603000000001,-74.18965,01:52:00,1,D,G
Volver a casa,16:30:00,4.59551,4.58754,-74.15589,-74.1392,00:30:00,1,G,G
Trabajar,05:00:00,4.58689,4.72498,-74.11221,-74.03806999999999,01:52:00,1,H,B
Volver a casa,18:30:00,4.72498,4.58689,-74.03806999999999,-74.11221,01:52:00,1,B,H
Estudiar,07:40:00,4.7441699999999996,4.6391599999999995,-74.10888,-74.06517,01:38:00,1,C,A
Volver a casa,13:00:00,4.6391599999999995,4.7441699999999996,-74.06517,-74.10888,01:30:00,1,A,C
Trabajar,05:30:00,4.7419400000000005,4.60401,-74.11224,-74.10006,01:46:00,1,C,L
Volver a casa,19:01:00,4.60401,4.7419400000000005,-74.10006,-74.11224,01:59:00,1,L,C
Recibir atencion en salud,15:17:00,4.73799,4.65055,-74.11119000000001,-74.0616,01:01:00,1,C,A
Volver a casa,17:24:00,4.65055,4.7419400000000005,-74.0616,-74.11224,01:00:00,1,A,C
Recibir atencion en salud,15:17:00,4.73799,4.65055,-74.11119000000001,-74.0616,01:01:00,1,C,A
Volver a casa,17:24:00,4.65055,4.742,-74.0616,-74.11211,01:00:00,1,A,C
Estudiar,07:00:00,4.61397,4.64386,-74.0774,-74.06373,01:46:00,1,J,A
Volver a casa,22:32:45,4.64386,4.61397,-74.06373,-74.0774,01:05:00,1,A,J
Trabajar,05:00:00,4.58648,4.74728,-74.11174,-74.04706,03:00:00,1,H,B
Volver a casa,11:21:00,4.74728,4.58648,-74.04706,-74.11174,02:10:00,1,B,H
Volver a casa,21:35:00,4.64968,4.60503,-74.06458,-74.19301999999999,02:02:00,1,E,G
Otra cosa,04:18:00,4.60545,4.75186,-74.193,-74.05156,02:01:00,1,G,B
Volver a casa,07:46:19,4.75186,4.60545,-74.05156,-74.193,01:50:00,1,B,G
Otra cosa,10:24:00,4.60545,4.604430000000001,-74.193,-74.07016999999999,02:00:00,1,G,J
Volver a casa,22:27:00,4.604430000000001,4.60545,-74.07016999999999,-74.193,01:00:00,1,J,G
Volver a casa,19:12:00,4.610869999999999,4.60449,-74.19914,-74.19296999999999,02:01:00,1,G,G
Estudiar,05:37:00,4.60449,4.63811,-74.19296999999999,-74.07794,02:00:00,1,G,E
Volver a casa,20:42:00,4.63811,4.60449,-74.07794,-74.19296999999999,01:00:00,1,E,G
Estudiar,05:37:00,4.60683,4.63811,-74.18849,-74.07794,02:00:00,1,G,E
