MOTIVOVIAJE,HORA_INICIO,HORA_FIN,LATITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_ORIGEN,LONGITUD_DESTINO,DIFERENCIA_HORAS,DIA_HABIL
Recibir atencion en salud,12:52:00,13:53:00,4.61130,4.68971,-74.19728,-74.05410,01:01:00,1
Volver a casa,13:58:00,15:52:00,4.68971,4.61130,-74.05410,-74.19728,01:54:00,1
Estudiar,07:06:00,08:06:00,4.61077,4.60978,-74.06913,-74.06774,01:00:00,1
Volver a casa,15:12:00,17:12:00,4.60978,4.61130,-74.06774,-74.19728,02:00:00,1
Estudiar,15:02:00,16:02:00,4.67171,4.65125,-74.13770,-74.06213,01:00:00,1
Volver a casa,17:46:02,18:41:02,4.65125,4.67171,-74.06213,-74.13770,00:55:00,1
Estudiar,12:00:00,13:00:00,4.55861,4.60425,-74.10770,-74.08047,01:00:00,1
Volver a casa,14:31:00,15:51:00,4.60425,4.55861,-74.08047,-74.10770,01:20:00,1
Recibir atencion en salud,10:00:00,12:00:00,4.56040,4.63257,-74.11340,-74.06785,02:00:00,1
Volver a casa,12:26:00,14:16:00,4.63257,4.56040,-74.06785,-74.11340,01:50:00,1
Recibir atencion en salud,10:00:00,12:00:00,4.56040,4.63257,-74.11340,-74.06785,02:00:00,1
Volver a casa,16:38:27,17:34:01,4.63257,4.56040,-74.06785,-74.11340,00:55:34,1
Recibir atencion en salud,08:30:00,09:38:00,4.57709,4.70377,-74.08196,-74.10198,01:08:00,1
Volver a casa,12:00:00,13:50:00,4.70377,4.57709,-74.10198,-74.08196,01:50:00,1
Trabajar,11:30:00,13:00:00,4.57702,4.73465,-74.08192,-74.07986,01:30:00,1
Volver a casa,20:51:00,22:41:00,4.73465,4.57702,-74.07986,-74.08192,01:50:00,1
Tramites,06:21:00,07:11:00,4.55809,4.63893,-74.09257,-74.06302,00:50:00,1
Volver a casa,07:21:21,08:16:21,4.63893,4.55809,-74.06302,-74.09257,00:55:00,1
Trabajar,08:00:00,09:02:00,4.73316,4.63676,-74.10515,-74.11166,01:02:00,1
Volver a casa,14:11:02,15:26:04,4.63676,4.73316,-74.11166,-74.10515,01:15:02,1
Trabajar,08:02:00,09:16:00,4.73316,4.73316,-74.10515,-74.10515,01:14:00,1
Volver a casa,18:00:00,18:46:00,4.73316,4.73316,-74.10515,-74.10515,00:46:00,1
Trabajar,06:58:00,07:44:00,4.60914,4.63009,-74.06592,-74.08311,00:46:00,1
Volver a casa,12:07:44,13:57:30,4.63009,4.73316,-74.08311,-74.10515,01:49:46,1
Trabajar,07:00:00,08:00:00,4.66306,4.66306,-74.06375,-74.06375,01:00:00,1
Volver a casa,09:31:16,10:43:51,4.66306,4.73316,-74.06375,-74.10515,01:12:35,1
Trabajar,10:00:00,12:00:00,4.73277,4.57402,-74.10682,-74.14023,02:00:00,1
Volver a casa,18:00:00,19:40:00,4.57402,4.73277,-74.14023,-74.10682,01:40:00,1
Trabajar,05:43:00,06:37:00,4.58528,4.51007,-74.08626,-74.10913,00:54:00,1
Volver a casa,11:42:45,12:32:47,4.51007,4.58528,-74.10913,-74.08626,00:50:02,1
Trabajar,06:24:00,07:02:00,4.58525,4.60938,-74.08642,-74.12965,00:38:00,1
Volver a casa,13:26:24,14:16:24,4.60938,4.58525,-74.12965,-74.08642,00:50:00,1
Trabajar,06:24:00,07:02:00,4.58602,4.60938,-74.08548,-74.12965,00:38:00,1
Volver a casa,13:26:24,14:16:24,4.60938,4.58564,-74.12965,-74.08601,00:50:00,1
Trabajar,05:30:00,07:20:00,4.73277,4.59118,-74.10682,-74.08892,01:50:00,1
Volver a casa,17:00:00,18:30:00,4.59118,4.73277,-74.08892,-74.10682,01:30:00,1
Trabajar,10:00:00,12:00:00,4.73208,4.57647,-74.10748,-74.13583,02:00:00,1
Volver a casa,18:00:00,19:40:00,4.57647,4.73277,-74.13583,-74.10682,01:40:00,1
Trabajar,08:00:00,09:05:00,4.60592,4.72839,-74.19750,-74.04561,01:05:00,1
Volver a casa,18:16:14,20:06:14,4.72839,4.60592,-74.04561,-74.19750,01:50:00,1
Volver a casa,11:15:00,12:40:00,4.64456,4.68075,-74.06346,-74.13467,01:25:00,1
Volver a casa,13:00:00,16:02:00,4.54797,4.54588,-74.09718,-74.10169,03:02:00,1
Estudiar,08:24:00,09:25:00,4.57195,4.62134,-74.09793,-74.06696,01:01:00,1
Volver a casa,11:15:00,12:00:00,4.62134,4.56170,-74.06696,-74.11322,00:45:00,1
Trabajar,17:33:00,19:33:00,4.56934,4.63234,-74.11768,-74.06640,02:00:00,1
Volver a casa,22:30:00,23:21:06,4.63234,4.56934,-74.06640,-74.11768,00:51:06,1
Trabajar,05:30:00,07:02:00,4.55676,4.65235,-74.10678,-74.10281,01:32:00,1
Volver a casa,17:15:00,18:45:00,4.65235,4.55676,-74.10281,-74.10678,01:30:00,1
Estudiar,04:45:00,07:01:00,4.55676,4.75319,-74.10678,-74.04467,02:16:00,1
Volver a casa,08:46:01,10:36:01,4.75319,4.55676,-74.04467,-74.10678,01:50:00,1
Estudiar,11:30:00,11:55:00,4.61669,4.86485,-74.14733,-74.04745,00:25:00,0
Volver a casa,12:02:55,13:31:55,4.86485,4.61669,-74.04745,-74.14733,01:29:00,0
Volver a casa,17:00:00,18:45:00,4.64793,4.55450,-74.05969,-74.09299,01:45:00,1
Asuntos de Trabajo,04:20:00,06:42:00,4.53387,4.74408,-74.10539,-74.09238,02:22:00,1
Volver a casa,18:47:00,20:47:00,4.74408,4.53385,-74.09238,-74.10539,02:00:00,1
Trabajar,06:15:00,08:15:00,4.61277,4.62541,-74.17889,-74.06747,02:00:00,0
Volver a casa,18:00:00,19:45:00,4.62541,4.61277,-74.06747,-74.17889,01:45:00,0
Estudiar,08:00:00,09:00:00,4.68417,4.59451,-74.13230,-74.07139,01:00:00,1
Volver a casa,10:31:00,11:46:00,4.59451,4.68417,-74.07139,-74.13230,01:15:00,1
Estudiar,07:00:00,08:15:00,4.67930,4.62863,-74.12797,-74.08214,01:15:00,1
Otra cosa,07:00:00,08:30:00,4.61042,4.64657,-74.17908,-74.07862,01:30:00,0
Volver a casa,12:00:00,14:00:00,4.64657,4.61042,-74.07862,-74.17908,02:00:00,0
Compras,13:00:00,14:00:00,4.54807,4.63498,-74.10157,-74.06189,01:00:00,1
Volver a casa,16:20:00,17:20:00,4.63498,4.54807,-74.06189,-74.10157,01:00:00,1
Trabajar,06:15:00,07:05:00,4.59971,4.70858,-74.09850,-74.11093,00:50:00,1
Volver a casa,17:10:00,18:47:00,4.70858,4.59971,-74.11093,-74.09850,01:37:00,1
Trabajar,07:15:00,08:18:00,4.60218,4.64977,-74.09846,-74.06493,01:03:00,1
Volver a casa,20:46:18,21:07:59,4.64977,4.60206,-74.06493,-74.09854,00:21:41,1
Estudiar,06:02:00,06:46:00,4.60217,4.65771,-74.10214,-74.05725,00:44:00,1
Volver a casa,12:45:00,13:08:00,4.65771,4.60206,-74.05725,-74.09854,00:23:00,1
Trabajar,06:41:00,07:45:00,4.70802,4.70702,-74.05325,-74.05433,01:04:00,1
Volver a casa,17:08:00,18:20:00,4.70702,4.60186,-74.05433,-74.09816,01:12:00,1
Trabajar,06:10:00,06:51:00,4.60660,4.68971,-74.10410,-74.05410,00:41:00,1
Volver a casa,16:00:00,17:31:00,4.68971,4.60691,-74.05410,-74.10478,01:31:00,1
Trabajar,07:03:00,08:10:00,4.60691,4.62770,-74.10478,-74.08119,01:07:00,1
Volver a casa,16:10:00,16:45:00,4.62770,4.60691,-74.08119,-74.10478,00:35:00,1
Estudiar,05:30:00,07:00:00,4.59445,4.59191,-74.11253,-74.11082,01:30:00,1
Volver a casa,07:21:00,09:11:00,4.59191,4.75386,-74.11082,-74.10072,01:50:00,1
Trabajar,05:30:00,07:00:00,4.75386,4.61649,-74.10072,-74.10215,01:30:00,1
Volver a casa,13:31:00,15:17:00,4.61649,4.75386,-74.10215,-74.10072,01:46:00,1
Asuntos de Trabajo,09:04:00,10:07:00,4.61349,4.59445,-74.19600,-74.12851,01:03:00,1
Volver a casa,10:26:07,11:11:10,4.59445,4.61366,-74.12851,-74.19640,00:45:03,1
Tramites,12:00:00,13:00:00,4.51809,4.60403,-74.11879,-74.08251,01:00:00,1
Volver a casa,13:30:00,15:01:00,4.60403,4.51809,-74.08251,-74.11879,01:31:00,1
Asuntos de Trabajo,08:00:00,09:30:00,4.51767,4.65383,-74.11908,-74.05842,01:30:00,1
Trabajar,07:15:00,08:52:00,4.49627,4.58656,-74.11123,-74.08170,01:37:00,1
Volver a casa,17:00:00,19:00:00,4.58656,4.49627,-74.08170,-74.11123,02:00:00,1
Trabajar,05:43:00,06:44:00,4.61542,4.61821,-74.19752,-74.08823,01:01:00,1
Volver a casa,17:57:00,18:58:00,4.61821,4.61274,-74.08823,-74.19623,01:01:00,1
Trabajar,05:31:00,07:14:00,4.61614,4.60695,-74.19677,-74.07384,01:43:00,1
Volver a casa,08:33:27,10:26:14,4.60695,4.61274,-74.07384,-74.19623,01:52:47,1
Trabajar,11:20:00,12:20:00,4.61359,4.70409,-74.19536,-74.04283,01:00:00,1
Volver a casa,19:24:00,21:25:00,4.70409,4.61359,-74.04283,-74.19536,02:01:00,1
Trabajar,07:17:00,08:00:00,4.60085,4.60250,-74.07378,-74.07264,00:43:00,1
Volver a casa,17:30:00,18:13:00,4.60250,4.63355,-74.07264,-74.14287,00:43:00,1
Otra cosa,16:30:00,17:45:00,4.54798,4.70815,-74.10151,-74.10218,01:15:00,1
Volver a casa,19:50:00,21:20:00,4.70815,4.54798,-74.10218,-74.10151,01:30:00,1
Trabajar,05:30:00,08:29:00,4.54798,4.69096,-74.10151,-74.06266,02:59:00,1
Volver a casa,15:31:29,16:21:29,4.69096,4.54798,-74.06266,-74.10151,00:50:00,1
Estudiar,17:30:00,19:30:00,4.54798,4.64930,-74.10151,-74.06308,02:00:00,1
Volver a casa,22:00:00,23:50:00,4.64930,4.54798,-74.06308,-74.10151,01:50:00,1
Recibir atencion en salud,09:30:00,10:00:00,4.60391,4.60391,-74.08576,-74.08576,00:30:00,1
Tramites,06:15:00,07:53:00,4.53555,4.60610,-74.10995,-74.08070,01:38:00,1
Tramites,08:35:00,10:00:00,4.60610,4.50453,-74.08070,-74.10434,01:25:00,1
Recibir atencion en salud,06:23:00,08:01:00,4.67598,4.53299,-74.02359,-74.11947,01:38:00,1
Volver a casa,21:51:00,22:22:00,4.53299,4.48592,-74.11947,-74.09964,00:31:00,1
Otra cosa,06:30:00,07:20:00,4.48592,4.53538,-74.09964,-74.11183,00:50:00,1
Volver a casa,18:00:00,19:00:00,4.53538,4.48592,-74.11183,-74.09964,01:00:00,1
Ir a ver a alguien,07:00:00,09:15:00,4.49616,4.62695,-74.11161,-74.08400,02:15:00,1
Trabajar,08:00:00,09:44:00,4.54906,4.70216,-74.10227,-74.02869,01:44:00,1
Volver a casa,20:06:00,22:03:00,4.70216,4.54906,-74.02869,-74.10227,01:57:00,1
Estudiar,12:00:00,13:24:00,4.54906,4.61423,-74.10227,-74.06687,01:24:00,1
Volver a casa,18:00:00,20:00:00,4.61423,4.54906,-74.06687,-74.10227,02:00:00,1
Trabajar,06:45:00,08:24:00,4.62017,4.71625,-74.11229,-74.02882,01:39:00,1
Volver a casa,17:40:00,18:30:00,4.71625,4.62017,-74.02882,-74.11229,00:50:00,1
Trabajar,05:00:00,06:41:00,4.55750,4.65643,-74.10709,-74.04813,01:41:00,1
Volver a casa,11:47:30,12:52:00,4.65643,4.55750,-74.04813,-74.10709,01:04:30,1
Tramites,07:30:00,08:45:00,4.54601,4.63721,-74.10144,-74.07126,01:15:00,1
Volver a casa,18:00:00,19:40:00,4.63721,4.54601,-74.07126,-74.10144,01:40:00,1
Trabajar,05:20:00,07:00:00,4.54601,4.64258,-74.10144,-74.07494,01:40:00,1
Volver a casa,12:16:00,14:11:40,4.64258,4.54601,-74.07494,-74.10144,01:55:40,1
Compras,13:30:00,15:01:00,4.54601,4.63498,-74.10144,-74.06189,01:31:00,1
Volver a casa,16:20:00,17:20:00,4.63498,4.54601,-74.06189,-74.10144,01:00:00,1
Estudiar,05:30:00,07:00:00,4.54601,4.69306,-74.10144,-74.03326,01:30:00,1
Volver a casa,16:30:00,18:15:00,4.69306,4.54601,-74.03326,-74.10144,01:45:00,1
Asuntos de Trabajo,08:00:00,09:30:00,4.51807,4.65228,-74.11829,-74.05886,01:30:00,1
Estudiar,06:30:00,07:35:00,4.51767,4.60454,-74.11908,-74.06595,01:05:00,1
Estudiar,06:00:00,07:00:00,4.64456,4.63871,-74.06346,-74.05904,01:00:00,1
Volver a casa,08:46:00,09:41:00,4.63871,4.57898,-74.05904,-74.13966,00:55:00,1
Trabajar,10:30:00,11:31:00,4.57843,4.68137,-74.13945,-74.04715,01:01:00,1
Volver a casa,16:02:31,17:07:32,4.68137,4.57843,-74.04715,-74.13945,01:05:01,1
Estudiar,06:10:00,07:30:00,4.54796,4.59437,-74.10167,-74.11244,01:20:00,1
Volver a casa,17:52:00,18:47:20,4.59437,4.54796,-74.11244,-74.10167,00:55:20,1
Estudiar,15:00:00,16:30:00,4.63204,4.57222,-74.19570,-74.08998,01:30:00,0
Volver a casa,17:47:30,18:57:00,4.57222,4.63217,-74.08998,-74.19577,01:09:30,0
Trabajar,06:00:00,07:30:00,4.67424,4.67780,-74.15246,-74.05850,01:30:00,1
Volver a casa,17:30:00,19:12:00,4.67780,4.67424,-74.05850,-74.15246,01:42:00,1
Trabajar,06:30:00,08:12:00,4.68417,4.60091,-74.13230,-74.07012,01:42:00,1
Volver a casa,17:00:00,19:10:00,4.60091,4.68417,-74.07012,-74.13230,02:10:00,1
Trabajar,04:30:00,07:00:00,4.54631,4.62931,-74.11301,-74.12424,02:30:00,1
Volver a casa,17:30:00,19:30:00,4.62931,4.54631,-74.12424,-74.11301,02:00:00,1
Estudiar,06:00:00,07:30:00,4.55029,4.65091,-74.11466,-74.07115,01:30:00,1
Volver a casa,18:45:00,20:20:00,4.65091,4.55033,-74.07115,-74.11474,01:35:00,1
Trabajar,08:30:00,09:58:00,4.54819,4.66705,-74.11452,-74.13146,01:28:00,1
Volver a casa,17:00:00,18:00:00,4.66705,4.54819,-74.13146,-74.11452,01:00:00,1
Estudiar,06:00:00,07:30:00,4.59276,4.65091,-74.14488,-74.07115,01:30:00,1
Volver a casa,18:45:00,20:20:00,4.65091,4.54911,-74.07115,-74.11411,01:35:00,1
Recibir atencion en salud,10:00:00,10:30:00,4.54911,4.60134,-74.11411,-74.06932,00:30:00,1
Volver a casa,13:00:00,14:30:00,4.60134,4.54911,-74.06932,-74.11411,01:30:00,1
Trabajar,04:30:00,07:00:00,4.54911,4.62416,-74.11411,-74.12414,02:30:00,1
Volver a casa,17:30:00,19:30:00,4.62416,4.54911,-74.12414,-74.11411,02:00:00,1
Estudiar,07:33:00,08:33:00,4.61921,4.61764,-74.17060,-74.06607,01:00:00,1
Volver a casa,16:28:00,17:28:00,4.61764,4.61921,-74.06607,-74.17060,01:00:00,1
Trabajar,07:02:00,08:08:00,4.61898,4.64669,-74.16940,-74.11482,01:06:00,1
Volver a casa,17:38:00,18:44:00,4.64669,4.61903,-74.11482,-74.16944,01:06:00,1
Recibir atencion en salud,06:03:00,07:44:00,4.54610,4.55193,-74.10157,-74.09406,01:41:00,1
Volver a casa,08:22:25,08:42:44,4.55193,4.54610,-74.09406,-74.10157,00:20:19,1
Buscar / Dejar alguien bajo su cuidad,06:24:00,08:00:00,4.54683,4.59445,-74.10132,-74.11253,01:36:00,1
Volver a casa,09:31:00,10:21:00,4.59445,4.54683,-74.11253,-74.10132,00:50:00,1
Buscar / dejar a alguien que no esta bajo su c,09:00:00,09:25:00,4.55500,4.54243,-74.11448,-74.09078,00:25:00,1
Volver a casa,18:00:00,20:00:00,4.54243,4.55500,-74.09078,-74.11448,02:00:00,1
Estudiar,06:00:00,07:00:00,4.55520,4.63924,-74.11341,-74.06522,01:00:00,1
Volver a casa,08:46:00,09:41:00,4.63924,4.55500,-74.06522,-74.11448,00:55:00,1
Recibir atencion en salud,09:30:00,11:10:00,4.63504,4.69776,-74.06520,-74.07257,01:40:00,1
Volver a casa,18:00:00,19:00:00,4.69776,4.63504,-74.07257,-74.06520,01:00:00,1
Estudiar,06:00:00,07:00:00,4.63504,4.59632,-74.06520,-74.07407,01:00:00,1
Volver a casa,08:16:00,08:29:00,4.59632,4.63504,-74.07407,-74.06520,00:13:00,1
Estudiar,06:00:00,07:10:00,4.62626,4.62598,-74.06571,-74.06686,01:10:00,1
Volver a casa,08:36:10,09:51:20,4.62598,4.67594,-74.06686,-74.14047,01:15:10,1
Estudiar,06:00:00,07:10:00,4.67594,4.62598,-74.14047,-74.06686,01:10:00,1
Volver a casa,08:26:20,08:56:20,4.62598,4.67594,-74.06686,-74.14047,00:30:00,1
Trabajar,06:30:00,07:09:00,4.59972,4.66573,-74.09917,-74.06604,00:39:00,1
Volver a casa,13:51:09,14:36:48,4.66573,4.59972,-74.06604,-74.09917,00:45:39,1
Asuntos de Trabajo,07:00:00,08:20:00,4.69477,4.66079,-74.08976,-74.04622,01:20:00,1
Volver a casa,18:00:00,20:10:00,4.66079,4.60281,-74.04622,-74.09434,02:10:00,1
Estudiar,06:00:00,08:10:00,4.60281,4.69662,-74.09434,-74.09163,02:10:00,1
Volver a casa,08:21:10,10:11:20,4.69662,4.60281,-74.09163,-74.09434,01:50:10,1
Buscar / Dejar alguien bajo su cuidad,06:00:00,07:45:00,4.61557,4.65917,-74.18878,-74.06203,01:45:00,1
Trabajar,06:00:00,07:56:00,4.51841,4.67080,-74.11816,-74.05053,01:56:00,1
Volver a casa,18:00:00,20:00:00,4.67080,4.51841,-74.05053,-74.11816,02:00:00,1
Otra cosa,15:00:00,16:10:00,4.59743,4.61756,-74.12124,-74.19121,01:10:00,1
Volver a casa,22:04:00,22:24:00,4.61756,4.61817,-74.19121,-74.18808,00:20:00,1
Buscar/dejar dejar algo,12:00:00,12:59:00,4.68894,4.60225,-74.10828,-74.07679,00:59:00,1
Volver a casa,21:54:55,23:38:38,4.60225,4.68894,-74.07679,-74.10828,01:43:43,1
Buscar / Dejar alguien bajo su cuidad,06:00:00,07:51:00,4.68894,4.66773,-74.10828,-74.04574,01:51:00,1
Trabajar,11:50:00,13:21:00,4.59503,4.68476,-74.10186,-74.12426,01:31:00,1
Volver a casa,17:27:25,19:48:00,4.68476,4.59503,-74.12426,-74.10186,02:20:35,1
Estudiar,20:27:00,21:18:00,4.69573,4.62911,-74.08868,-74.12539,00:51:00,1
Volver a casa,23:05:00,23:32:00,4.62911,4.59503,-74.12539,-74.10130,00:27:00,1
Recibir atencion en salud,10:00:00,11:00:00,4.53610,4.58210,-74.11218,-74.10836,01:00:00,1
Volver a casa,12:00:00,13:00:00,4.58210,4.53610,-74.10836,-74.11218,01:00:00,1
Tramites,12:00:00,14:15:00,4.53640,4.64022,-74.11322,-74.06499,02:15:00,1
Recibir atencion en salud,10:00:00,11:00:00,4.53349,4.57440,-74.10934,-74.10088,01:00:00,1
Volver a casa,12:00:00,13:00:00,4.57440,4.53395,-74.10088,-74.10410,01:00:00,1
Trabajar,06:57:00,08:20:00,4.59563,4.60371,-74.09547,-74.07986,01:23:00,1
Volver a casa,18:00:00,19:00:00,4.60371,4.59565,-74.07986,-74.09554,01:00:00,1
Trabajar,12:00:00,13:30:00,4.54069,4.61220,-74.10090,-74.10264,01:30:00,1
Volver a casa,18:15:00,19:15:00,4.61220,4.54069,-74.10264,-74.10090,01:00:00,1
Trabajar,05:00:00,07:45:00,4.53378,4.80108,-74.10514,-74.04161,02:45:00,1
Volver a casa,17:00:00,19:32:00,4.80108,4.53380,-74.04161,-74.10514,02:32:00,1
Recibir atencion en salud,17:00:00,18:00:00,4.53380,4.63886,-74.10514,-74.06769,01:00:00,1
Volver a casa,18:30:00,20:00:00,4.63886,4.53380,-74.06769,-74.10514,01:30:00,1
Estudiar,14:00:00,15:15:00,4.48584,4.60432,-74.09948,-74.07915,01:15:00,1
Volver a casa,19:30:00,21:30:00,4.60432,4.48584,-74.07915,-74.09948,02:00:00,1
Buscar/dejar dejar algo,09:00:00,10:42:00,4.59576,4.61384,-74.09972,-74.07123,01:42:00,1
Otra cosa,17:01:00,19:01:00,4.61384,4.59576,-74.07123,-74.09972,02:00:00,1
Trabajar,06:05:00,07:05:00,4.59729,4.65294,-74.10253,-74.11373,01:00:00,1
Volver a casa,16:35:00,17:35:00,4.65294,4.59576,-74.11373,-74.09972,01:00:00,1
Tramites,06:00:00,07:34:00,4.59976,4.68259,-74.10208,-74.04341,01:34:00,1
Volver a casa,11:02:00,12:03:00,4.68259,4.59976,-74.04341,-74.10208,01:01:00,1
Recreacion,17:00:00,17:40:00,4.61751,4.59701,-74.07407,-74.10141,00:40:00,1
Otra cosa,06:00:00,08:30:00,4.59761,4.68971,-74.10207,-74.05410,02:30:00,1
Volver a casa,09:32:30,10:22:00,4.68971,4.59761,-74.05410,-74.10207,00:49:30,1
Trabajar,08:00:00,09:55:00,4.59776,4.67438,-74.10447,-74.04768,01:55:00,1
Volver a casa,20:56:07,22:41:07,4.67438,4.59776,-74.04768,-74.10447,01:45:00,1
Trabajar,06:00:00,07:30:00,4.59776,4.65792,-74.10447,-74.05584,01:30:00,1
Volver a casa,14:47:30,15:37:00,4.65792,4.59776,-74.05584,-74.10447,00:49:30,1
Otra cosa,07:31:00,09:00:00,4.59989,4.60003,-74.10224,-74.09447,01:29:00,1
Volver a casa,10:46:00,12:36:00,4.60003,4.59989,-74.09447,-74.10224,01:50:00,1
Estudiar,04:35:00,05:50:00,4.59720,4.77107,-74.10072,-74.08256,01:15:00,1
Volver a casa,12:10:00,14:11:00,4.77107,4.59720,-74.08256,-74.10072,02:01:00,1
Recibir atencion en salud,08:00:00,09:00:00,4.61416,4.66525,-74.20745,-74.08136,01:00:00,1
Volver a casa,12:11:00,13:00:00,4.66525,4.61407,-74.08136,-74.20763,00:49:00,1
Tramites,08:00:00,10:30:00,4.58115,4.73778,-74.13575,-74.04869,02:30:00,1
Volver a casa,11:32:30,12:32:30,4.73778,4.57957,-74.04869,-74.13345,01:00:00,1
Estudiar,10:30:00,11:40:00,4.64409,4.64411,-74.06561,-74.06537,01:10:00,1
Volver a casa,17:00:00,18:00:00,4.64411,4.58979,-74.06537,-74.13947,01:00:00,1
Estudiar,06:00:00,07:00:00,4.58115,4.65150,-74.13575,-74.06637,01:00:00,1
Volver a casa,07:59:16,09:17:08,4.65150,4.58979,-74.06637,-74.13947,01:17:52,1
Trabajar,08:00:00,09:00:00,4.74843,4.69975,-74.10688,-74.05625,01:00:00,1
Volver a casa,13:00:00,13:23:00,4.69975,4.74843,-74.05625,-74.10688,00:23:00,1
Buscar trabajo,13:00:00,14:55:00,4.74843,4.58618,-74.10688,-74.13432,01:55:00,1
Volver a casa,15:12:30,17:07:30,4.58618,4.74843,-74.13432,-74.10688,01:55:00,1
Estudiar,16:00:00,18:00:00,4.75386,4.60608,-74.10072,-74.06945,02:00:00,1
Volver a casa,19:36:00,20:26:00,4.60608,4.75386,-74.06945,-74.10072,00:50:00,1
Estudiar,07:00:00,08:00:00,4.75386,4.64139,-74.10072,-74.07126,01:00:00,1
Volver a casa,08:26:00,09:21:00,4.64139,4.75386,-74.07126,-74.10072,00:55:00,1
Estudiar,07:00:00,08:00:00,4.75386,4.64139,-74.10072,-74.07126,01:00:00,1
Volver a casa,09:21:00,11:00:00,4.64139,4.75386,-74.07126,-74.10072,01:39:00,1
Trabajar,06:30:00,07:50:00,4.75442,4.60622,-74.07906,-74.07135,01:20:00,1
Volver a casa,18:10:00,19:05:00,4.60622,4.75442,-74.07135,-74.07906,00:55:00,1
Recibir atencion en salud,08:00:00,09:00:00,4.61349,4.66467,-74.20762,-74.07830,01:00:00,1
Volver a casa,12:11:00,13:00:00,4.66467,4.61349,-74.07830,-74.20762,00:49:00,1
Tramites,06:15:00,07:53:00,4.53363,4.72075,-74.10458,-74.03982,01:38:00,1
Tramites,12:35:00,13:50:00,4.72075,4.50555,-74.03982,-74.10299,01:15:00,1
Otra cosa,15:00:00,16:55:00,4.60707,4.53363,-74.07747,-74.10458,01:55:00,1
Volver a casa,14:00:00,15:30:00,4.66959,4.48544,-74.06394,-74.09972,01:30:00,1
Trabajar,15:00:00,16:00:00,4.59457,4.75319,-74.09652,-74.04467,01:00:00,1
Recibir atencion en salud,07:01:00,08:41:00,4.54794,4.63642,-74.10148,-74.06679,01:40:00,1
Volver a casa,18:00:00,19:30:00,4.63642,4.54794,-74.06679,-74.10148,01:30:00,1
Recibir atencion en salud,12:00:00,12:35:00,4.55355,4.57297,-74.11417,-74.11570,00:35:00,1
Volver a casa,13:32:35,13:52:35,4.57297,4.55355,-74.11570,-74.11417,00:20:00,1
Trabajar,05:00:00,06:10:00,4.61548,4.75203,-74.20681,-74.04790,01:10:00,1
Volver a casa,18:00:00,19:30:00,4.75203,4.61335,-74.04790,-74.20672,01:30:00,1
Trabajar,05:18:00,07:19:00,4.61122,4.69540,-74.20996,-74.07772,02:01:00,1
Volver a casa,17:33:00,20:33:00,4.69540,4.61122,-74.07772,-74.20996,03:00:00,1
Trabajar,04:26:00,05:26:00,4.63548,4.60991,-74.18359,-74.08679,01:00:00,1
Volver a casa,18:31:00,19:30:00,4.60991,4.63560,-74.08679,-74.18303,00:59:00,1
Volver a casa,21:00:00,22:04:00,4.80873,4.63558,-74.10264,-74.18307,01:04:00,1
Trabajar,05:00:00,06:48:00,4.62787,4.67494,-74.18164,-74.04438,01:48:00,1
Volver a casa,18:30:00,20:18:00,4.67494,4.62577,-74.04438,-74.17908,01:48:00,1
Trabajar,05:15:00,06:16:00,4.60320,4.70093,-74.20051,-74.04616,01:01:00,1
Volver a casa,17:20:00,19:21:00,4.70093,4.60320,-74.04616,-74.20051,02:01:00,1
Trabajar,08:29:00,08:41:00,4.65041,4.62075,-74.10601,-74.12560,00:12:00,1
Trabajar,06:27:00,07:28:00,4.60693,4.60015,-74.20419,-74.13874,01:01:00,1
Trabajar,05:31:00,07:00:00,4.58541,4.65490,-74.13210,-74.05546,01:29:00,1
Volver a casa,07:51:45,09:30:06,4.65490,4.58541,-74.05546,-74.13210,01:38:21,1
Estudiar,05:45:00,07:24:00,4.58567,4.69477,-74.13147,-74.08976,01:39:00,1
Volver a casa,07:25:15,09:04:15,4.69477,4.58567,-74.08976,-74.13147,01:39:00,1
Trabajar,13:00:00,14:39:00,4.58567,4.69297,-74.13147,-74.08863,01:39:00,1
Volver a casa,16:01:00,17:40:00,4.69297,4.58567,-74.08863,-74.13147,01:39:00,1
Estudiar,06:00:00,07:00:00,4.57920,4.65148,-74.13374,-74.06447,01:00:00,1
Volver a casa,07:59:16,09:17:08,4.65148,4.57920,-74.06447,-74.13374,01:17:52,1
Volver a casa,20:00:00,21:30:00,4.61000,4.50313,-74.07213,-74.11856,01:30:00,1
Trabajar,12:00:00,13:01:00,4.50336,4.67579,-74.11961,-74.05596,01:01:00,1
Volver a casa,19:07:35,20:08:35,4.67579,4.50313,-74.05596,-74.11856,01:01:00,1
Buscar/dejar dejar algo,09:30:00,11:40:00,4.68402,4.59637,-74.14736,-74.16877,02:10:00,1
Volver a casa,18:00:00,19:46:00,4.59637,4.68402,-74.16877,-74.14736,01:46:00,1
Estudiar,18:18:00,19:18:00,4.62562,4.62284,-74.17952,-74.06946,01:00:00,1
Volver a casa,19:26:18,21:31:18,4.62284,4.62562,-74.06946,-74.17952,02:05:00,1
Ir a ver a alguien,14:53:00,15:53:00,4.61135,4.59108,-74.20114,-74.12253,01:00:00,1
Volver a casa,16:27:53,16:54:53,4.59108,4.61135,-74.12253,-74.20114,00:27:00,1
